150922144930    4    8    1000    1000       0       510.73      0.71495       3.0879     0.015698            1            0
150922144936    4    8    1000    1000    0.21       510.73      0.71495       3.0879     0.015698      0.99265   0.00041261
150922144943    4    8    1000    1000    0.42       510.73      0.71495       3.0879     0.015698      0.97104    0.0015866
150922144950    4    8    1000    1000    0.62       510.73      0.71495       3.0879     0.015698      0.93647    0.0033485
150922144956    4    8    1000    1000    0.83       510.73      0.71495       3.0879     0.015698      0.89088    0.0054627
150922145003    4    8    1000    1000       1       510.73      0.71495       3.0879     0.015698      0.83666    0.0076936
150922145010    4    8    1000    1000     1.2       510.73      0.71495       3.0879     0.015698      0.77635    0.0098588
150922145016    4    8    1000    1000     1.5       510.73      0.71495       3.0879     0.015698      0.71239     0.011856
150922145023    4    8    1000    1000     1.7       510.73      0.71495       3.0879     0.015698      0.64695     0.013652
150922145029    4    8    1000    1000     1.9       510.73      0.71495       3.0879     0.015698      0.58179     0.015255
150922145035    4    8    1000    1000     2.1       510.73      0.71495       3.0879     0.015698      0.51825     0.016675
150922145042    4    8    1000    1000     2.3       510.73      0.71495       3.0879     0.015698      0.45731     0.017915
150922145048    4    8    1000    1000     2.5       510.73      0.71495       3.0879     0.015698      0.39962     0.018977
150922145055    4    8    1000    1000     2.7       510.73      0.71495       3.0879     0.015698      0.34567     0.019871
150922145102    4    8    1000    1000     2.9       510.73      0.71495       3.0879     0.015698      0.29583      0.02061
150922145109    4    8    1000    1000     3.1       510.73      0.71495       3.0879     0.015698      0.25036     0.021203
150922145115    4    8    1000    1000     3.3       510.73      0.71495       3.0879     0.015698      0.20949      0.02165
150922145122    4    8    1000    1000     3.5       510.73      0.71495       3.0879     0.015698      0.17335     0.021952
150922145128    4    8    1000    1000     3.8       510.73      0.71495       3.0879     0.015698      0.14195     0.022132
150922145135    4    8    1000    1000       4       510.73      0.71495       3.0879     0.015698      0.11516     0.022233
150922145141    4    8    1000    1000     4.2       510.73      0.71495       3.0879     0.015698     0.092749     0.022299
150922145148    4    8    1000    1000     4.4       510.73      0.71495       3.0879     0.015698     0.074343     0.022356
150922145154    4    8    1000    1000     4.6       510.73      0.71495       3.0879     0.015698     0.059526     0.022401
150922145201    4    8    1000    1000     4.8       510.73      0.71495       3.0879     0.015698     0.047861     0.022417
150922145206    4    8    1000    1000       5       510.73      0.71495       3.0879     0.015698     0.038938     0.022393
