151006113728    4    8    4096    4096       0       510.11      0.34971            1            0       2.8639      0.43626
151006113731    4   10    4096    4096       0       2045.7      0.70475            1            0       3.5543      0.44193
151006113809    4   12    4096    4096       0       8191.5       1.4483            1            0       4.2467      0.42956
151006120417    4    8    4096    4096       0       510.59      0.35203            1            0       2.8688      0.43426
151006120420    4   10    4096    4096       0         2046      0.70078            1            0       3.5538      0.43387
151006120458    4   12    4096    4096       0       8187.1       1.4109            1            0       4.2463       0.4289
151008111132    4    8    4096    4096       1       1       0       510.29      0.35052            1            0            1            0
151008111132    4    8    4096    4096       1       1    0.25       510.29      0.35052      0.98948   0.00031294            1            0
151008111134    4    8    4096    4096       1       1     0.5       510.29      0.35052      0.95894    0.0011734            1            0
151008111134    4    8    4096    4096       1       1    0.75       510.29      0.35052      0.91123    0.0023851            1            0
151008111135    4    8    4096    4096       1       1       1       510.29      0.35052      0.85042    0.0037226            1            0
151008111135    4    8    4096    4096       1       1     1.2       510.29      0.35052      0.78102    0.0050136            1            0
151008111136    4    8    4096    4096       1       1     1.5       510.29      0.35052      0.70728    0.0061688            1            0
151008111137    4    8    4096    4096       1       1     1.8       510.29      0.35052      0.63272     0.007164            1            0
151008111138    4    8    4096    4096       1       1       2       510.29      0.35052      0.55992    0.0080078            1            0
151008111138    4    8    4096    4096       1       1     2.2       510.29      0.35052       0.4906    0.0087166            1            0
151008111139    4    8    4096    4096       1       1     2.5       510.29      0.35052      0.42584    0.0093008            1            0
151008111139    4    8    4096    4096       1       1     2.8       510.29      0.35052      0.36624    0.0097649            1            0
151008111140    4    8    4096    4096       1       1       3       510.29      0.35052      0.31215      0.01012            1            0
151008111141    4    8    4096    4096       1       1     3.2       510.29      0.35052      0.26373     0.010385            1            0
151008111141    4    8    4096    4096       1       1     3.5       510.29      0.35052        0.221     0.010577            1            0
151008111142    4    8    4096    4096       1       1     3.8       510.29      0.35052      0.18389      0.01071            1            0
151008111142    4    8    4096    4096       1       1       4       510.29      0.35052       0.1522     0.010807            1            0
151008111143    4    8    4096    4096       1       1     4.2       510.29      0.35052      0.12561     0.010889            1            0
151008111143    4    8    4096    4096       1       1     4.5       510.29      0.35052      0.10366      0.01096            1            0
151008111145    4    8    4096    4096       1       1     4.8       510.29      0.35052     0.085739     0.011004            1            0
151008111145    4    8    4096    4096       1       1       5       510.29      0.35052      0.07115     0.011017            1            0
151008111145    4    8    4096    4096       1       1     5.2       510.29      0.35052     0.059177     0.011017            1            0
151008111146    4    8    4096    4096       1       1     5.5       510.29      0.35052     0.049204     0.011023            1            0
151008111147    4    8    4096    4096       1       1     5.8       510.29      0.35052     0.040777     0.011035            1            0
151008111148    4    8    4096    4096       1       1       6       510.29      0.35052     0.033611     0.011046            1            0
151008111148    4    8    4096    4096       1       1     6.2       510.29      0.35052     0.027524     0.011058            1            0
151008111149    4    8    4096    4096       1       1     6.5       510.29      0.35052     0.022351     0.011071            1            0
151008111149    4    8    4096    4096       1       1     6.8       510.29      0.35052     0.017891      0.01108            1            0
151008111150    4    8    4096    4096       1       1       7       510.29      0.35052     0.013929     0.011078            1            0
151008111151    4    8    4096    4096       1       1     7.2       510.29      0.35052     0.010325     0.011058            1            0
151008111151    4    8    4096    4096       1       1     7.5       510.29      0.35052     0.007107     0.011027            1            0
151008111152    4    8    4096    4096       1       1     7.8       510.29      0.35052    0.0044849     0.011002            1            0
151008111153    4    8    4096    4096       1       1       8       510.29      0.35052    0.0027645        0.011            1            0
151008111154    4    8    4096    4096       1       1     8.2       510.29      0.35052    0.0021703     0.011017            1            0
151008111154    4    8    4096    4096       1       1     8.5       510.29      0.35052    0.0026747     0.011034            1            0
151008111155    4    8    4096    4096       1       1     8.8       510.29      0.35052     0.003928     0.011043            1            0
151008111156    4    8    4096    4096       1       1       9       510.29      0.35052    0.0053424     0.011049            1            0
151008111156    4    8    4096    4096       1       1     9.2       510.29      0.35052    0.0063009     0.011054            1            0
151008111157    4    8    4096    4096       1       1     9.5       510.29      0.35052    0.0063931     0.011058            1            0
151008111158    4    8    4096    4096       1       1     9.8       510.29      0.35052     0.005562     0.011066            1            0
151008111158    4    8    4096    4096       1       1      10       510.29      0.35052     0.004094     0.011081            1            0
151008111159    4    8    4096    4096       1       1      10       510.29      0.35052    0.0024631     0.011095            1            0
151008111159    4    8    4096    4096       1       1      10       510.29      0.35052    0.0011165     0.011097            1            0
151008111200    4    8    4096    4096       1       1      11       510.29      0.35052   0.00030855     0.011084            1            0
151008111200    4    8    4096    4096       1       1      11       510.29      0.35052   5.3795e-05     0.011063            1            0
151008111201    4    8    4096    4096       1       1      11       510.29      0.35052   0.00019926     0.011039            1            0
151008111202    4    8    4096    4096       1       1      12       510.29      0.35052   0.00055459      0.01102            1            0
151008111202    4    8    4096    4096       1       1      12       510.29      0.35052   0.00099987     0.011012            1            0
151008111203    4    8    4096    4096       1       1      12       510.29      0.35052     0.001519     0.011015            1            0
151008111204    4    8    4096    4096       1       1      12       510.29      0.35052    0.0021594     0.011021            1            0
151008111205    4    8    4096    4096       1       1      12       510.29      0.35052    0.0029585      0.01103            1            0
151008111205    4    8    4096    4096       1       1      13       510.29      0.35052    0.0038883     0.011042            1            0
151008111206    4    8    4096    4096       1       1      13       510.29      0.35052    0.0048414     0.011049            1            0
151008111206    4    8    4096    4096       1       1      13       510.29      0.35052    0.0056539     0.011048            1            0
151008111207    4    8    4096    4096       1       1      14       510.29      0.35052    0.0061383     0.011049            1            0
151008111207    4    8    4096    4096       1       1      14       510.29      0.35052    0.0061097      0.01106            1            0
151008111208    4    8    4096    4096       1       1      14       510.29      0.35052    0.0054089     0.011079            1            0
151008111208    4    8    4096    4096       1       1      14       510.29      0.35052    0.0039368     0.011097            1            0
151008111209    4    8    4096    4096       1       1      14       510.29      0.35052    0.0017093     0.011112            1            0
151008111210    4    8    4096    4096       1       1      15       510.29      0.35052   -0.0010865     0.011118            1            0
151008111211    4    8    4096    4096       1       1      15       510.29      0.35052   -0.0040767     0.011111            1            0
151008111211    4    8    4096    4096       1       1      15       510.29      0.35052   -0.0067589     0.011092            1            0
151008111212    4    8    4096    4096       1       1      16       510.29      0.35052   -0.0086377     0.011071            1            0
151008111212    4    8    4096    4096       1       1      16       510.29      0.35052   -0.0093905     0.011052            1            0
151008111213    4    8    4096    4096       1       1      16       510.29      0.35052   -0.0089868     0.011035            1            0
