            160218230422                       0                      11                       1                       1                       0                    0.15                    0.15                     0.5                 1.89815                0.699995             3.82577e-14               0.0171236             1.05256e-05             4.47208e-06                0.158834                0.139381
            160218230512                       0                      11                       1                       1                       0                    0.15                    0.15                     0.5                 1.89815                0.699995             3.82577e-14               0.0171236             1.05256e-05             4.47208e-06                0.158834                0.139381
            160218230602                       0                      11                       1                       1                       0                    0.15                    0.15                       1                0.934516                 1.50535             4.51016e-14               0.0139643             9.98612e-06             3.43725e-06                0.174068                0.114538
            160218230652                       0                      11                       1                       1                       0                    0.15                    0.15                     1.4                0.195412                 2.54698             6.85673e-14               0.0137488               9.387e-06             1.90329e-06                 0.19471               0.0624135
            160218230742                       0                      11                       1                       1                       0                    0.15                    0.15                     1.4                0.195412                 2.54698             6.85673e-14               0.0137488               9.387e-06             1.90329e-06                 0.19471               0.0624135
            160218230422                       1                      11                       1                       1                       0                  0.1475                    0.15                     0.5                 1.89749                0.607458             5.78244e-12               0.0174136              0.00225144             7.13304e-06                 2.95832                0.142254
            160218230512                       1                      11                       1                       1                       0                  0.1525                    0.15                     0.5                 1.89882                0.830923             3.43462e-08               0.0168435              0.00367336             8.41431e-06                 3.88464                0.149199
            160218230422                       2                      11                       1                       1                       0                   0.145                    0.15                     0.5                 1.89683                0.536662             2.02753e-10               0.0177138              0.00681394             1.24473e-05                 5.06819                 0.14375
            160218230652                       1                      11                       1                       1                       0                 0.14875                    0.15                     1.4                0.192959                  2.0908              7.3265e-09               0.0140288               0.0502409             5.89307e-05                 17.9636                0.095707
            160218230512                       2                      11                       1                       1                       0                   0.155                    0.15                     0.5                 1.89957                 1.06197             1.73509e-09               0.0165736               0.0288731             3.65278e-05                 11.2916                0.165815
            160218230422                       3                      11                       1                       1                       0                  0.1425                    0.15                     0.5                 1.89614                0.480118             2.52853e-10               0.0180245               0.0123072             1.88518e-05                 6.72684                0.144338
            160218230652                       2                      11                       1                       1                       0                  0.1475                    0.15                     1.4                0.190402                 1.88368              4.1306e-09                0.014351                0.107124             0.000124177                 26.9513                0.110759
            160218230422                       4                      11                       1                       1                       0                    0.14                    0.15                     0.5                 1.89544                0.433677             1.08913e-10               0.0183464               0.0181234             2.56697e-05                 8.06551                 0.14428
            160218230422                       5                      11                       1                       1                       0                  0.1375                    0.15                     0.5                 1.89472                0.394758             1.02958e-10               0.0186799               0.0239762             3.25822e-05                 9.16533                0.143741
            160218230652                       3                      11                       1                       1                       0                 0.14625                    0.15                     1.4                0.187692                 1.73258             1.74258e-10               0.0147166                0.162687             0.000188847                 34.1042                0.121548
            160218230422                       6                      11                       1                       1                       0                   0.135                    0.15                     0.5                 1.89398                 0.36163             2.45877e-10               0.0190257               0.0297318             3.94406e-05                 10.0807                 0.14283
            160218230652                       4                      11                       1                       1                       0                   0.145                    0.15                     1.4                0.184796                 1.61121             3.19891e-11               0.0151389                0.216358             0.000252337                 40.2981                0.129977
            160218230422                       7                      11                       1                       1                       0                  0.1325                    0.15                     0.5                 1.89321                0.333076             3.41205e-10               0.0193845               0.0353339             4.61836e-05                   10.85                0.141627
            160218230652                       5                      11                       1                       1                       0                 0.14375                    0.15                     1.4                 0.18167                 1.51031             1.82078e-11               0.0156419                0.267806             0.000314265                 45.7598                0.136635
            160218230422                       8                      11                       1                       1                       0                    0.13                    0.15                     0.5                 1.89241                0.308203             3.91823e-10                0.019757               0.0407674             5.27963e-05                 11.5017                0.140187
            160218230422                       9                      11                       1                       1                       0                  0.1275                    0.15                     0.5                 1.89159                0.286342              4.1023e-10                0.020144               0.0460396             5.92901e-05                 12.0574                0.138554
            160218230652                       6                      11                       1                       1                       0                  0.1425                    0.15                     1.4                0.178247                  1.4265               2.752e-11               0.0162706                 0.31652             0.000373977                 50.4187                0.141551
            160218230422                      10                      11                       1                       1                       0                   0.125                    0.15                     0.5                 1.89073                0.266975             4.07972e-10               0.0205464                 0.05117             6.56909e-05                 12.5339                0.136761
            160218230652                       7                      11                       1                       1                       0                 0.14125                    0.15                     1.4                 0.17441                 1.36052             1.44102e-10               0.0171248                0.361338             0.000429913                 53.8375                0.144127
            160218230422                      11                      11                       1                       1                       0                  0.1225                    0.15                     0.5                 1.88984                  0.2497             3.93702e-10                0.020965               0.0561848             7.20334e-05                 12.9447                0.134834
            160218230652                       8                      11                       1                       1                       0                    0.14                    0.15                     1.4                0.169909                 1.32143               3.062e-08                0.018514                0.398415             0.000476982                 54.5505                0.142047
            160218230422                      12                      11                       1                       1                       0                    0.12                    0.15                     0.5                 1.88891                0.234194             3.73335e-10               0.0214009               0.0611144             7.83581e-05                 13.3006                0.132794
            160218230422                      13                      11                       1                       1                       0                  0.1175                    0.15                     0.5                 1.88795                0.220198             3.50651e-10               0.0218552               0.0659913             8.47098e-05                 13.6107                0.130656
