            160307101338                       0                       8                       1                       1                       0                    0.15                    0.15                    0.04                 2.74368               0.0808289             3.62546e-15                0.156811             0.000585003               0.0002978                0.157398                0.153685              0.00254321              -0.0239267
            160307101428                       0                       8                       1                       1                       0                    0.15                    0.15                       1                0.899939                 1.56343             2.16545e-09                0.109253             0.000626766             0.000213751                0.161684                0.113735                 2.54062              -0.0153065
            160307101708                       0                       8                       1                       1                       0                    0.15                    0.15                       1                 2.22039                 1.09549             1.50828e-08                       0              0.00128213             0.000318003                0.119008                0.107107               0.0342861              -0.0148449
            160307102518                       0                       8                       1                       1                       0                    0.15                    0.15                       1                 2.22039                 1.09549             6.75036e-15                0.150424              0.00128212             0.000318003                0.119008                0.107107               0.0342861              -0.0148449
            160316111940                       0                       8                       1                       1                       0                    0.15                    0.15                       0                 2.82143                       0               4.754e-15                0.158843              0.00120471             0.000301189                0.157695                0.154509                       0                       0
            160316112005                       0                       8                       1                       1                       0                    0.15                    0.15                       0                 4.65529                       0             8.49857e-09                0.201217              0.00128698             0.000324254                0.124385                0.121973                       0                       0
            160316112151                       0                       8                       1                       1                       0                    0.15                    0.15                       0                 4.65529                       0               4.947e-15                0.201217              0.00128697             0.000324249                0.124385                0.121973                       0                       0
            160316112151                       1                       8                       1                       1                       0                     0.1                    0.15                       0                 5.53648                       0              9.5562e-11                0.322796              0.00133462             0.000344692               0.0775252               0.0760336                       0                       0
            160316112151                       2                       8                       1                       1                       0                    0.05                    0.15                       0                 7.86813                       0             9.23534e-09                0.706605              0.00155974             0.000462778               0.0354063               0.0347357                       0                       0
            160316113509                       0                       8                       1                       1                       0                    0.15                    0.15                       0                 9.67156                       0             5.75982e-10                0.186234              0.00129332             0.000326723                0.134431                0.131787                       0                       0
            160316113509                       1                       8                       1                       1                       0                     0.1                    0.15                       0                 10.7496                       0             4.18997e-11                0.272342              0.00127482             0.000319552               0.0919393               0.0901185                       0                       0
            160316113509                       2                       8                       1                       1                       0                    0.05                    0.15                       0                 12.0281                       0             1.75882e-10                0.523458              0.00124609             0.000309744               0.0478441               0.0468863                       0                       0
            160316114342                       0                       8                       1                       1                       0                    0.15                       1                       0                 9.67156                       0             5.20637e-08                0.186234              0.00129319             0.000326729                0.134431                0.131787                       0                       0
            160316114342                       1                       8                       1                       1                       0                     0.1                       1                       0                 10.7496                       0             4.18996e-11                0.272342              0.00127476             0.000319538                0.091939               0.0901185                       0                       0
            160316114342                       2                       8                       1                       1                       0                    0.05                       1                       0                 12.0281                       0             1.75882e-10                0.523458              0.00124616             0.000309761               0.0478439               0.0468863                       0                       0
            160316115348                       0                       8                       1                       1                       0                     0.1                       1                       0                 10.7496                       0             7.96136e-14                0.272342              0.00127476             0.000319538                0.091939               0.0901185                       0                       0
            160316115348                       1                       8                       1                       1                       0                   0.055                       1                       0                 11.8899                       0             1.11009e-10                0.478181              0.00124956             0.000310807               0.0523725               0.0513257                       0                       0
            160316115348                       2                       8                       1                       1                       0                    0.01                       1                       0                  13.229                       0             1.55426e-10                 2.49308              0.00121383             0.000302028               0.0100484              0.00984438                       0                       0
            160316115512                       0                       9                       1                       1                       0                     0.1                       1                       0                 17.6294                       0             3.35702e-08                0.146598               0.0003352             8.68684e-05                0.084542               0.0837105                       0                       0
            160316115512                       1                       9                       1                       1                       0                   0.055                       1                       0                 20.2508                       0             3.04813e-10                 0.25272             0.000323439             8.17467e-05               0.0490465               0.0485587                       0                       0
            160316115512                       2                       9                       1                       1                       0                    0.01                       1                       0                 23.4261                       0             7.47323e-10                  1.2656             0.000305925             7.59837e-05                0.009796              0.00969642                       0                       0
            160316125817                       0                       8                       1                       1                       0                     0.1                       1                       0                 2.71753                       0             3.76894e-09                0.230673               0.0012049             0.000301191                 0.10862                0.106397                       0                       0
            160316125817                       1                       8                       1                       1                       0                   0.055                       1                       0                 2.36207                       0             1.40475e-10                0.369712              0.00120498             0.000301195               0.0678331               0.0663836                       0                       0
            160316130044                       0                       8                       1                       1                       0                     0.1                       1                       0                 2.71753                       0             4.01656e-15                0.230673              0.00120489             0.000301191                 0.10862                0.106397                       0                       0
            160316130044                       1                       8                       1                       1                       0                   0.055                       1                       0                 2.36207                       0             1.40089e-10                0.369712              0.00120496             0.000301195                0.067833               0.0663836                       0                       0
            160316130106                       0                       8                       1                       1                       0                     0.1                       1                       0                 10.7496                       0             4.51503e-08                0.272342              0.00127477             0.000319524               0.0919394               0.0901186                       0                       0
            160316130106                       1                       8                       1                       1                       0                   0.055                       1                       0                 11.8899                       0             1.11009e-10                0.478181              0.00124958             0.000310794               0.0523727               0.0513257                       0                       0
            160316130106                       2                       8                       1                       1                       0                    0.01                       1                       0                  13.229                       0             1.55426e-10                 2.49308              0.00121381             0.000302029               0.0100484              0.00984438                       0                       0
            160316141834                       0                       8                       1                       1                       0                    0.15                       1                       0                 2.90739                       0              1.2238e-12                0.163212                0.001205             0.000301189                0.153451                0.150374                       0                       0
            160316141834                       1                       8                       1                       1                       0                     0.1                       1                       0                 2.90197                       0             1.26783e-08                0.245318              0.00120074              0.00030119                0.102104                0.100045                       0                       0
            160316141834                       2                       8                       1                       1                       0                    0.05                       1                       0                  2.8641                       0             2.08439e-11                0.487302              0.00114396             0.000301204               0.0514109                0.050364                       0                       0
            160316142538                       0                      11                       1                       1                       0                    0.15                    0.15                    0.02                 2.86754               0.0265719              9.7111e-14               0.0202706             9.27357e-06             4.66504e-06                0.151318                0.150217             9.03993e-05             -0.00305229
            160316142539                       0                      11                       1                       1                       0                   0.125                   0.125                    0.02                 2.86488                0.027432             3.69481e-13               0.0243352             9.27568e-06             4.66026e-06                0.126446                0.125092             9.30992e-05               -0.003055
            160316142538                       1                      11                       1                       1                       0                    0.15                    0.15                    0.04                  2.8276               0.0500791             4.15008e-11                 0.02014             9.14745e-06             4.61988e-06                0.152211                 0.15005             0.000161333             -0.00303659
